SampleID,Name,Time,Date,Latitude (decimal degrees),Longitude (decimal degrees),Salinity (psu),temperature(C),Pressure (dbars),Total P (micromol/kgSW),Total Si (micromol/kgSW),TA (micromol/kgSW),TCO2 (micromol/kgSW),pH,fCO2 (microatm),pCO2 (microatm),HCO3 (micromol/kgSW),CO3 (micromol/kgSW),CO2 (micromol/kgSW),B Alk (micromol/kgSW),OH (micromol/kgSW),P Alk (micromol/kgSW),Si Alk (micromol/kgSW),Revelle,O Ca,O Ar ,xCO2  (dry at 1 atm) (ppm),t(C) adjusted,P (dbars) adjusted,pH adjusted,fCO2 adjusted (microatm),pCO2 adjusted(microatm),HCO3 adjusted(micromol/kgSW),CO3 adjusted (micromol/kgSW),CO2 adjusted(micromol/kgSW),B Alk adjusted(micromol/kgSW),OH adjusted (micromol/kgSW),P Alk adjusted(micromol/kgSW),Si Alk adjusted (micromol/kgSW),Revelle adjusted,O Ca adjusted,O Ar adjusted,xCO2 out (dry at 1 atm) (ppm),pCO2_air (microatm),Windspeed,CO2 Flux (mmol/m2/d),CO2 Flux adjusted (mmol/m2/d),Whose K1/K2,Whose KHSO4,Which pH Scale,Whose Boron,Whose Air-sea Flux,Windspeed Units,Comment
 182,"14","","5-Sep-13",,,23.400,17.000,10.133,0.000,0.000,1741.334,1659.827,7.995,539.903,541.811,1570.004,69.506,20.317,30.656,1.672,0.000,0.000,15.988,1.784,1.107,552.228,17.000,10.133,7.995,539.903,541.811,1570.004,69.506,20.317,30.656,1.672,0.000,0.000,15.988,1.784,1.107,552.228,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 183,"15","","5-Sep-13",,,23.300,17.000,10.133,0.000,0.000,1720.597,1702.068,7.730,1029.128,1032.764,1624.358,38.962,38.748,17.428,0.906,0.000,0.000,18.915,1.000,0.620,1052.622,17.000,10.133,7.730,1029.128,1032.764,1624.358,38.962,38.748,17.428,0.906,0.000,0.000,18.915,1.000,0.620,1052.622,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 184,"16","","5-Sep-13",,,23.200,17.000,10.133,0.000,0.000,1743.117,1657.058,8.015,515.001,516.821,1565.475,72.183,19.401,31.545,1.741,0.000,0.000,15.743,1.855,1.150,526.758,17.000,10.133,8.015,515.001,516.821,1565.475,72.183,19.401,31.545,1.741,0.000,0.000,15.743,1.855,1.150,526.758,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 185,"17","","5-Sep-13",,,23.100,17.000,10.133,0.000,0.000,1727.542,1716.107,7.700,1113.688,1117.623,1637.667,36.462,41.978,16.130,0.841,0.000,0.000,19.038,0.937,0.581,1139.115,17.000,10.133,7.700,1113.688,1117.623,1637.667,36.462,41.978,16.130,0.841,0.000,0.000,19.038,0.937,0.581,1139.115,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 186,"18","","5-Sep-13",,,23.300,17.100,10.133,0.000,0.000,1760.222,1654.698,8.080,440.367,441.922,1554.416,83.751,16.531,36.267,2.046,0.000,0.000,14.657,2.151,1.334,450.474,17.100,10.133,8.080,440.367,441.922,1554.416,83.751,16.531,36.267,2.046,0.000,0.000,14.657,2.151,1.334,450.474,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 187,"19","","5-Sep-13",,,23.300,17.000,10.133,0.000,0.000,1742.406,1654.627,8.020,507.680,509.474,1562.438,73.073,19.115,32.065,1.766,0.000,0.000,15.625,1.876,1.164,519.270,17.000,10.133,8.020,507.680,509.474,1562.438,73.073,19.115,32.065,1.766,0.000,0.000,15.625,1.876,1.164,519.270,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 188,"20","","5-Sep-13",,,23.300,17.100,10.133,0.000,0.000,1705.210,1759.543,7.410,2196.973,2204.726,1657.971,19.098,82.474,8.645,0.437,0.000,0.000,16.110,0.491,0.304,2247.392,17.100,10.133,7.410,2196.973,2204.726,1657.971,19.098,82.474,8.645,0.437,0.000,0.000,16.110,0.491,0.304,2247.392,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 189,"21","","5-Sep-13",,,23.300,17.000,10.133,0.000,0.000,1728.007,1690.603,7.815,839.736,842.703,1611.963,47.023,31.617,20.911,1.102,0.000,0.000,18.387,1.207,0.749,858.906,17.000,10.133,7.815,839.736,842.703,1611.963,47.023,31.617,20.911,1.102,0.000,0.000,18.387,1.207,0.749,858.906,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 190,"22","","5-Sep-13",,,23.200,16.900,10.133,0.000,0.000,1749.548,1670.229,7.990,550.292,552.239,1580.854,68.582,20.792,29.910,1.629,0.000,0.000,16.183,1.762,1.092,562.789,16.900,10.133,7.990,550.292,552.239,1580.854,68.582,20.792,29.910,1.629,0.000,0.000,16.183,1.762,1.092,562.789,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 191,"23","","5-Sep-13",,,23.300,17.200,10.133,0.000,0.000,1770.468,1650.672,8.125,394.616,396.007,1543.358,92.544,14.770,39.739,2.290,0.000,0.000,13.921,2.377,1.475,403.720,17.200,10.133,8.125,394.616,396.007,1543.358,92.544,14.770,39.739,2.290,0.000,0.000,13.921,2.377,1.475,403.720,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 192,"24","","5-Sep-13",,,23.200,17.200,10.133,0.000,0.000,1726.643,1744.308,7.565,1541.674,1547.107,1659.244,27.329,57.735,12.139,0.629,0.000,0.000,18.386,0.703,0.436,1577.243,17.200,10.133,7.565,1541.674,1547.107,1659.244,27.329,57.735,12.139,0.629,0.000,0.000,18.386,0.703,0.436,1577.243,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 193,"1","","12-Sep-13",,,24.200,17.300,10.133,0.000,0.000,1759.922,1787.311,7.515,1755.578,1761.758,1696.457,25.662,65.192,11.592,0.580,0.000,0.000,17.792,0.656,0.409,1796.277,17.300,10.133,7.515,1755.578,1761.758,1696.457,25.662,65.192,11.592,0.580,0.000,0.000,17.792,0.656,0.409,1796.277,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 194,"2","","12-Sep-13",,,24.300,17.500,10.133,0.000,0.000,1735.485,1808.187,7.335,2655.406,2664.730,1693.133,17.080,97.974,7.848,0.391,0.000,0.000,14.798,0.436,0.272,2717.616,17.500,10.133,7.335,2655.406,2664.730,1693.133,17.080,97.974,7.848,0.391,0.000,0.000,14.798,0.436,0.272,2717.616,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 195,"3","","12-Sep-13",,,24.300,17.600,10.133,0.000,0.000,1743.808,1822.496,7.315,2799.776,2809.594,1703.036,16.462,102.998,7.521,0.377,0.000,0.000,14.424,0.421,0.263,2865.716,17.600,10.133,7.315,2799.776,2809.594,1703.036,16.462,102.998,7.521,0.377,0.000,0.000,14.424,0.421,0.263,2865.716,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 196,"4","","12-Sep-13",,,24.500,17.600,10.133,0.000,0.000,1766.548,1765.863,7.630,1337.392,1342.082,1682.942,33.776,49.146,15.296,0.783,0.000,0.000,18.680,0.862,0.539,1368.887,17.600,10.133,7.630,1337.392,1342.082,1682.942,33.776,49.146,15.296,0.783,0.000,0.000,18.680,0.862,0.539,1368.887,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 197,"5","","12-Sep-13",,,24.300,17.500,10.133,0.000,0.000,1754.227,1769.022,7.565,1554.123,1559.580,1682.851,28.830,57.341,13.079,0.664,0.000,0.000,18.306,0.737,0.460,1590.533,17.500,10.133,7.565,1554.123,1559.580,1682.851,28.830,57.341,13.079,0.664,0.000,0.000,18.306,0.737,0.460,1590.533,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 198,"6","","12-Sep-13",,,24.300,17.700,10.133,0.000,0.000,1741.464,1793.317,7.410,2236.012,2243.843,1690.890,20.409,82.017,9.321,0.473,0.000,0.000,16.214,0.522,0.326,2288.953,17.700,10.133,7.410,2236.012,2243.843,1690.890,20.409,82.017,9.321,0.473,0.000,0.000,16.214,0.522,0.326,2288.953,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 199,"7","","12-Sep-13",,,24.400,17.600,10.133,0.000,0.000,1753.669,1772.628,7.545,1629.807,1635.523,1684.971,27.733,59.924,12.620,0.642,0.000,0.000,18.109,0.708,0.442,1668.191,17.600,10.133,7.545,1629.807,1635.523,1684.971,27.733,59.924,12.620,0.642,0.000,0.000,18.109,0.708,0.442,1668.191,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 200,"8","","12-Sep-13",,,24.400,17.700,10.133,0.000,0.000,1728.885,1836.503,7.220,3470.817,3482.973,1696.011,13.252,127.240,6.125,0.306,0.000,0.000,12.551,0.338,0.211,3552.991,17.700,10.133,7.220,3470.817,3482.973,1696.011,13.252,127.240,6.125,0.306,0.000,0.000,12.551,0.338,0.211,3552.991,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 201,"9","","12-Sep-13",,,24.400,17.500,10.133,0.000,0.000,1732.299,1844.234,7.210,3553.146,3565.622,1700.313,12.897,131.024,5.961,0.294,0.000,0.000,12.326,0.329,0.206,3636.384,17.500,10.133,7.210,3553.146,3565.622,1700.313,12.897,131.024,5.961,0.294,0.000,0.000,12.326,0.329,0.206,3636.384,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 202,"10","","12-Sep-13",,,24.400,17.700,10.133,0.000,0.000,1757.163,1772.441,7.560,1576.930,1582.453,1685.812,28.818,57.810,13.072,0.670,0.000,0.000,18.253,0.736,0.460,1614.265,17.700,10.133,7.560,1576.930,1582.453,1685.812,28.818,57.810,13.072,0.670,0.000,0.000,18.253,0.736,0.460,1614.265,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 203,"11","","12-Sep-13",,,24.400,18.300,10.133,0.000,0.000,1814.448,1795.198,7.705,1154.086,1158.097,1711.930,41.691,41.576,18.168,0.987,0.000,0.000,18.712,1.066,0.667,1182.293,18.300,10.133,7.705,1154.086,1158.097,1711.930,41.691,41.576,18.168,0.987,0.000,0.000,18.712,1.066,0.667,1182.293,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 204,"12","","12-Sep-13",,,24.500,18.200,10.133,0.000,0.000,1614.242,1796.788,7.005,5378.423,5397.143,1594.828,7.744,194.216,3.831,0.196,0.000,0.000,8.726,0.198,0.124,5509.175,18.200,10.133,7.005,5378.423,5397.143,1594.828,7.744,194.216,3.831,0.196,0.000,0.000,8.726,0.198,0.124,5509.175,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 205,"13","","12-Sep-13",,,24.400,17.500,10.133,0.000,0.000,1743.803,1830.112,7.290,2963.982,2974.390,1705.264,15.550,109.299,7.137,0.354,0.000,0.000,13.922,0.397,0.248,3033.419,17.500,10.133,7.290,2963.982,2974.390,1705.264,15.550,109.299,7.137,0.354,0.000,0.000,13.922,0.397,0.248,3033.419,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 206,"14","","12-Sep-13",,,24.400,17.800,10.133,0.000,0.000,1769.502,1770.882,7.620,1376.156,1380.969,1687.351,33.229,50.303,14.942,0.777,0.000,0.000,18.651,0.849,0.530,1408.910,17.800,10.133,7.620,1376.156,1380.969,1687.351,33.229,50.303,14.942,0.777,0.000,0.000,18.651,0.849,0.530,1408.910,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 207,"15","","12-Sep-13",,,24.400,17.800,10.133,0.000,0.000,1756.664,1803.355,7.430,2151.263,2158.788,1703.066,21.654,78.635,9.827,0.501,0.000,0.000,16.574,0.553,0.346,2202.466,17.800,10.133,7.430,2151.263,2158.788,1703.066,21.654,78.635,9.827,0.501,0.000,0.000,16.574,0.553,0.346,2202.466,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 208,"16","","12-Sep-13",,,24.500,18.100,10.133,0.000,0.000,1759.436,1774.706,7.555,1602.424,1608.008,1687.695,28.979,58.032,13.123,0.688,0.000,0.000,18.197,0.740,0.463,1641.173,18.100,10.133,7.555,1602.424,1608.008,1687.695,28.979,58.032,13.123,0.688,0.000,0.000,18.197,0.740,0.463,1641.173,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 209,"17","","12-Sep-13",,,24.400,17.700,10.133,0.000,0.000,1753.624,1800.466,7.430,2145.459,2152.974,1700.267,21.546,78.653,9.805,0.497,0.000,0.000,16.563,0.550,0.344,2196.255,17.700,10.133,7.430,2145.459,2152.974,1700.267,21.546,78.653,9.805,0.497,0.000,0.000,16.563,0.550,0.344,2196.255,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 210,"18","","12-Sep-13",,,24.400,17.800,10.133,0.000,0.000,1761.953,1770.124,7.590,1472.798,1477.950,1685.315,30.973,53.835,13.993,0.725,0.000,0.000,18.484,0.791,0.494,1507.853,17.800,10.133,7.590,1472.798,1477.950,1685.315,30.973,53.835,13.993,0.725,0.000,0.000,18.484,0.791,0.494,1507.853,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 211,"19","","12-Sep-13",,,24.400,17.700,10.133,0.000,0.000,1761.611,1773.480,7.575,1525.105,1530.447,1687.705,29.864,55.910,13.510,0.694,0.000,0.000,18.382,0.763,0.476,1561.213,17.700,10.133,7.575,1525.105,1530.447,1687.705,29.864,55.910,13.510,0.694,0.000,0.000,18.382,0.763,0.476,1561.213,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 212,"20","","12-Sep-13",,,24.400,17.800,10.133,0.000,0.000,1735.818,1848.817,7.205,3613.190,3625.829,1703.839,12.904,132.073,5.935,0.299,0.000,0.000,12.272,0.330,0.206,3699.188,17.800,10.133,7.205,3613.190,3625.829,1703.839,12.904,132.073,5.935,0.299,0.000,0.000,12.272,0.330,0.206,3699.188,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 213,"21","","12-Sep-13",,,24.400,17.700,10.133,0.000,0.000,1761.025,1791.821,7.495,1846.000,1852.466,1699.138,25.008,67.674,11.326,0.577,0.000,0.000,17.542,0.639,0.399,1889.706,17.700,10.133,7.495,1846.000,1852.466,1699.138,25.008,67.674,11.326,0.577,0.000,0.000,17.542,0.639,0.399,1889.706,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 214,"22","","12-Sep-13",,,24.400,17.700,10.133,0.000,0.000,1765.665,1777.595,7.575,1528.644,1533.998,1691.621,29.934,56.040,13.510,0.694,0.000,0.000,18.387,0.765,0.478,1564.835,17.700,10.133,7.575,1528.644,1533.998,1691.621,29.934,56.040,13.510,0.694,0.000,0.000,18.387,0.765,0.478,1564.835,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 215,"23","","12-Sep-13",,,24.500,17.600,10.133,0.000,0.000,1770.762,1749.632,7.720,1077.949,1081.729,1668.815,41.205,39.612,18.593,0.963,0.000,0.000,18.658,1.052,0.657,1103.334,17.600,10.133,7.720,1077.949,1081.729,1668.815,41.205,39.612,18.593,0.963,0.000,0.000,18.658,1.052,0.657,1103.334,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 216,"24","","12-Sep-13",,,24.300,18.200,10.133,0.000,0.000,1747.538,1843.392,7.255,3250.484,3261.797,1711.190,14.698,117.504,6.662,0.346,0.000,0.000,13.315,0.376,0.235,3329.512,18.200,10.133,7.255,3250.484,3261.797,1711.190,14.698,117.504,6.662,0.346,0.000,0.000,13.315,0.376,0.235,3329.512,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 217,"1","","19-Sep-13",,,24.500,15.200,10.133,0.000,0.000,1852.328,1776.350,7.970,596.419,598.575,1684.590,68.212,23.548,29.947,1.378,0.000,0.000,16.692,1.732,1.076,608.807,15.200,10.133,7.970,596.419,598.575,1684.590,68.212,23.548,29.947,1.378,0.000,0.000,16.692,1.732,1.076,608.807,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 218,"2","","19-Sep-13",,,24.500,15.100,10.133,0.000,0.000,1874.651,1856.713,7.735,1076.858,1080.756,1772.430,41.635,42.648,18.175,0.795,0.000,0.000,19.148,1.057,0.657,1099.108,15.100,10.133,7.735,1076.858,1080.756,1772.430,41.635,42.648,18.175,0.795,0.000,0.000,19.148,1.057,0.657,1099.108,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 219,"3","","19-Sep-13",,,24.500,15.300,10.133,0.000,0.000,1807.259,1787.608,7.740,1027.059,1030.767,1706.356,40.824,40.428,18.454,0.819,0.000,0.000,18.985,1.037,0.644,1048.501,15.300,10.133,7.740,1027.059,1030.767,1706.356,40.824,40.428,18.454,0.819,0.000,0.000,18.985,1.037,0.644,1048.501,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 220,"4","","19-Sep-13",,,24.800,15.400,10.133,0.000,0.000,1859.980,1766.692,8.025,520.301,522.177,1668.491,77.818,20.384,34.259,1.605,0.000,0.000,15.679,1.973,1.228,531.218,15.400,10.133,8.025,520.301,522.177,1668.491,77.818,20.384,34.259,1.605,0.000,0.000,15.679,1.973,1.228,531.218,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 221,"5","","19-Sep-13",,,24.400,15.100,10.133,0.000,0.000,1878.945,1777.707,8.060,482.087,483.832,1675.634,82.970,19.103,35.705,1.676,0.000,0.000,15.360,2.107,1.309,492.049,15.100,10.133,8.060,482.087,483.832,1675.634,82.970,19.103,35.705,1.676,0.000,0.000,15.360,2.107,1.309,492.049,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 222,"6","","19-Sep-13",,,24.700,14.800,10.133,0.000,0.000,1825.217,1812.108,7.715,1095.115,1099.094,1729.772,38.613,43.723,17.496,0.742,0.000,0.000,19.092,0.978,0.608,1117.392,14.800,10.133,7.715,1095.115,1099.094,1729.772,38.613,43.723,17.496,0.742,0.000,0.000,19.092,0.978,0.608,1117.392,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 223,"7","","19-Sep-13",,,24.700,14.800,10.133,0.000,0.000,1891.438,1782.091,8.085,452.711,454.356,1676.296,87.720,18.075,37.970,1.740,0.000,0.000,14.947,2.223,1.381,461.921,14.800,10.133,8.085,452.711,454.356,1676.296,87.720,18.075,37.970,1.740,0.000,0.000,14.947,2.223,1.381,461.921,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 224,"8","","19-Sep-13",,,24.800,15.200,10.133,0.000,0.000,1893.879,1898.676,7.635,1382.543,1387.541,1810.023,34.158,54.495,14.922,0.642,0.000,0.000,18.983,0.866,0.539,1411.253,15.200,10.133,7.635,1382.543,1387.541,1810.023,34.158,54.495,14.922,0.642,0.000,0.000,18.983,0.866,0.539,1411.253,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 225,"9","","19-Sep-13",,,24.300,15.500,10.133,0.000,0.000,1818.719,1824.347,7.630,1353.543,1358.417,1738.988,32.344,53.015,14.422,0.644,0.000,0.000,18.912,0.823,0.511,1382.098,15.500,10.133,7.630,1353.543,1358.417,1738.988,32.344,53.015,14.422,0.644,0.000,0.000,18.912,0.823,0.511,1382.098,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 226,"10","","19-Sep-13",,,24.900,15.000,10.133,0.000,0.000,1865.705,1787.213,7.975,589.746,591.883,1694.182,69.655,23.375,30.841,1.382,0.000,0.000,16.555,1.764,1.098,601.866,15.000,10.133,7.975,589.746,591.883,1694.182,69.655,23.375,30.841,1.382,0.000,0.000,16.555,1.764,1.098,601.866,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 227,"11","","19-Sep-13",,,24.600,15.400,10.133,0.000,0.000,1842.970,1742.426,8.055,478.649,480.375,1642.023,81.630,18.773,35.986,1.711,0.000,0.000,15.224,2.072,1.289,488.693,15.400,10.133,8.055,478.649,480.375,1642.023,81.630,18.773,35.986,1.711,0.000,0.000,15.224,2.072,1.289,488.693,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 228,"12","","19-Sep-13",,,24.800,15.000,10.133,0.000,0.000,1784.321,1798.795,7.590,1447.681,1452.928,1712.444,28.938,57.413,13.459,0.568,0.000,0.000,18.528,0.733,0.456,1477.435,15.000,10.133,7.590,1447.681,1452.928,1712.444,28.938,57.413,13.459,0.568,0.000,0.000,18.528,0.733,0.456,1477.435,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 229,"13","","19-Sep-13",,,25.000,14.700,10.133,0.000,0.000,1831.243,1856.389,7.550,1627.449,1633.370,1764.266,27.056,65.067,12.386,0.507,0.000,0.000,18.157,0.684,0.426,1660.381,14.700,10.133,7.550,1627.449,1633.370,1764.266,27.056,65.067,12.386,0.507,0.000,0.000,18.157,0.684,0.426,1660.381,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 230,"14","","19-Sep-13",,,24.900,14.900,10.133,0.000,0.000,1856.598,1770.468,8.005,543.660,545.633,1675.299,73.555,21.615,32.732,1.467,0.000,0.000,16.090,1.862,1.159,554.775,14.900,10.133,8.005,543.660,545.633,1675.299,73.555,21.615,32.732,1.467,0.000,0.000,16.090,1.862,1.159,554.775,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 231,"15","","19-Sep-13",,,25.000,15.000,10.133,0.000,0.000,1881.337,1859.902,7.745,1048.621,1052.421,1775.269,43.092,41.540,19.085,0.816,0.000,0.000,19.020,1.090,0.679,1070.171,15.000,10.133,7.745,1048.621,1052.421,1775.269,43.092,41.540,19.085,0.816,0.000,0.000,19.020,1.090,0.679,1070.171,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 232,"16","","19-Sep-13",,,24.700,14.700,10.133,0.000,0.000,1857.284,1791.323,7.935,648.760,651.120,1702.485,62.857,25.982,27.877,1.220,0.000,0.000,17.280,1.592,0.989,661.890,14.700,10.133,7.935,648.760,651.120,1702.485,62.857,25.982,27.877,1.220,0.000,0.000,17.280,1.592,0.989,661.890,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 233,"17","","19-Sep-13",,,24.900,14.800,10.133,0.000,0.000,1836.673,1827.688,7.695,1154.457,1158.652,1744.267,37.381,46.040,16.953,0.712,0.000,0.000,19.076,0.946,0.589,1177.940,14.800,10.133,7.695,1154.457,1158.652,1744.267,37.381,46.040,16.953,0.712,0.000,0.000,19.076,0.946,0.589,1177.940,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
